Project_ID,Project_Type,Risk_Level,Schedule_Delay,Cost_Overrun,Delayed_Project,Over_Budget_Project,CPI_Cumulative,SPI_Cumulative,Planned_Budget,Actual_Cost,EAC,VAC,Forecast_Overrun_Percent
PROJ_0021,Manufacturing,Medium,1,15494.633517924056,True,True,0.9694267374481512,1.0000000000000004,491308.77,506803.4035179241,506803.4035179241,-15494.633517924056,3.153746577315128
PROJ_0022,Construction,High,2,123719.46254090824,True,True,0.9496611274612108,0.9999999999999998,2334012.63,2457732.092540908,2457732.0925409086,-123719.46254090872,5.300719497002411
PROJ_0023,IT,Low,0,97073.3065838212,False,True,0.8797318526793032,1.0,710067.31,807140.6165838212,807140.6165838211,-97073.30658382108,13.671000652574905
PROJ_0024,Marketing,High,2,134253.15116836457,True,True,0.9025177671598398,0.9999999999999996,1242953.21,1377206.3611683643,1377206.3611683643,-134253.15116836433,10.801142801535091
PROJ_0025,R&D,Critical,0,141104.01540512394,False,True,0.8812911394622701,1.0000000000000002,1047552.12,1188656.135405124,1188656.1354051237,-141104.0154051237,13.469880181725344
PROJ_0026,R&D,Critical,2,299261.22909785155,True,True,0.9056019346385404,1.0000000000000002,2870943.88,3170205.1090978514,3170205.109097852,-299261.229097852,10.423792369562168
PROJ_0027,IT,Medium,2,11803.181195246989,True,True,0.9902148280397854,0.9999999999999998,1194428.17,1206231.351195247,1206231.3511952474,-11803.181195247453,0.9881867735292491
PROJ_0028,R&D,Critical,1,200668.31034801717,True,True,0.8890213688344754,0.9999999999999996,1607502.4,1808170.710348017,1808170.7103480173,-200668.31034801737,12.483235505465956
PROJ_0029,IT,Medium,0,111022.3672436634,False,True,0.8894683454691796,1.0000000000000002,893417.2,1004439.5672436634,1004439.5672436632,-111022.36724366329,12.426710303278615
PROJ_0030,R&D,Low,1,113044.27607975667,True,True,0.9066147895711556,1.0000000000000002,1097471.56,1210515.8360797567,1210515.8360797567,-113044.27607975667,10.300428749129194
PROJ_0031,Construction,Low,0,-65470.43134573917,False,False,1.0501228694394913,1.0,1371669.22,1306198.7886542608,1306198.7886542608,65470.43134573917,-4.77304807829246
PROJ_0032,IT,Critical,2,101096.76194710669,True,True,0.909299746611168,1.0,1013528.15,1114624.9119471067,1114624.9119471072,-101096.76194710715,9.974736463620388
PROJ_0033,IT,Critical,0,94866.49745879986,False,True,0.9054453360183564,1.0000000000000002,908431.42,1003297.9174588,1003297.9174587997,-94866.49745879963,10.442890389986689
PROJ_0034,Construction,Low,0,109330.61226738966,False,True,0.9414933847734518,1.0,1759357.43,1868688.0422673896,1868688.0422673898,-109330.6122673899,6.2142354022621715
PROJ_0035,Marketing,Medium,1,29642.8744173515,True,True,0.9280777724661392,1.0000000000000002,382508.91,412151.7844173515,412151.7844173515,-29642.8744173515,7.749590569629215
PROJ_0036,Marketing,High,1,3805.518727464252,True,True,0.9939834757459136,1.0,628705.64,632511.1587274643,632511.158727464,-3805.5187274640193,0.6052941925992614
PROJ_0037,R&D,High,-2,121253.52184114464,False,True,0.954346573825284,0.9999999999999998,2534703.15,2655956.671841145,2655956.671841144,-121253.52184114419,4.783736582374319
PROJ_0038,Marketing,Medium,0,-36612.46024027502,False,False,1.0388431966793712,1.0000000000000004,979183.19,942570.7297597248,942570.7297597246,36612.460240275366,-3.7390817789953448
PROJ_0039,R&D,High,2,-157820.1433784638,True,False,1.0764085957493714,0.9999999999999992,2223296.44,2065476.296621536,2065476.2966215361,157820.1433784638,-7.098475063382183
PROJ_0040,R&D,Medium,2,94918.09000464948,True,True,0.9463535578285804,0.9999999999999996,1674408.75,1769326.8400046497,1769326.84000465,-94918.09000464994,5.668752627137785
PROJ_0041,Manufacturing,Medium,4,1406.9654767463217,True,True,0.9985801227924502,1.0,989499.48,990906.4454767464,990906.4454767465,-1406.9654767465545,0.14218961254497622
PROJ_0042,IT,Medium,2,68299.813777311,True,True,0.9112418940209676,1.0000000000000002,701205.27,769505.083777311,769505.0837773108,-68299.81377731077,9.740345188408348
PROJ_0043,Construction,Critical,1,232207.7169599393,True,True,0.8902749516291356,1.0,1884061.27,2116268.98695994,2116268.9869599394,-232207.71695993934,12.324849550139064
PROJ_0044,Healthcare,High,1,36350.25911803497,True,True,0.9653339165949048,1.0000000000000004,1012232.55,1048582.809118035,1048582.809118035,-36350.25911803497,3.591097630483723
PROJ_0045,R&D,Critical,2,157527.58629923454,True,True,0.9314227568311204,1.0000000000000002,2139554.93,2297082.5162992347,2297082.5162992347,-157527.58629923454,7.362633419242689
PROJ_0046,IT,Medium,2,-17491.078978989623,True,False,1.0270542456155676,1.0000000000000002,664009.9,646518.8210210104,646518.8210210104,17491.078978989623,-2.6341593670500427
PROJ_0047,Manufacturing,Medium,0,4997.384786587907,False,True,0.994556670171065,0.9999999999999996,913077.57,918074.954786588,918074.954786588,-4997.384786588023,0.5473121836283881
PROJ_0048,IT,Medium,1,220327.39247602175,True,True,0.8831826424674843,0.9999999999999996,1665756.98,1886084.3724760215,1886084.3724760218,-220327.39247602178,13.226862929070348
PROJ_0049,Construction,Medium,1,63539.8093774512,True,True,0.9403426626572972,1.0000000000000002,1001539.73,1065079.5393774512,1065079.5393774512,-63539.809377451194,6.344212563334977
PROJ_0050,Healthcare,High,3,-29726.79676977592,True,False,1.0193297365619451,1.0000000000000004,1567605.84,1537879.0432302242,1537879.0432302237,29726.79676977638,-1.8963183225814202
PROJ_0051,Marketing,Low,1,39033.93926016893,True,True,0.9088788189879542,1.0,389340.0,428373.9392601689,428373.939260169,-39033.93926016899,10.025668890987053
PROJ_0052,Marketing,Medium,0,6516.542182830395,False,True,0.9913373427040686,1.0,745740.18,752256.7221828304,752256.7221828306,-6516.542182830512,0.8738354667748373
PROJ_0053,IT,Medium,0,17568.16512031888,False,True,0.9794526584714212,1.0,837440.99,855009.1551203189,855009.1551203189,-17568.16512031888,2.0978391707717674
PROJ_0054,R&D,High,1,78654.76629539044,True,True,0.9441779323223398,1.0000000000000004,1330371.62,1409026.3862953903,1409026.3862953903,-78654.7662953902,5.912240242721819
PROJ_0055,IT,High,2,55770.79205748835,True,True,0.957326772132936,1.0,1251156.17,1306926.9620574885,1306926.9620574887,-55770.79205748881,4.4575404249885775
PROJ_0056,Construction,Medium,1,41280.62141507282,True,True,0.965544032780958,1.0,1156788.24,1198068.8614150728,1198068.8614150726,-41280.62141507259,3.568554726582679
PROJ_0057,Marketing,Critical,3,156903.1355974041,True,True,0.8948069551040789,1.0,1334670.15,1491573.285597404,1491573.2855974042,-156903.13559740433,11.755948508880964
PROJ_0058,R&D,High,3,359956.1342923928,True,True,0.8312535113482896,1.0,1773161.64,2133117.7742923927,2133117.7742923927,-359956.13429239276,20.30024371000902
PROJ_0059,IT,Medium,1,-11498.779740250204,True,False,1.010227672345311,1.0,1135779.98,1124281.2002597498,1124281.2002597502,11498.779740249738,-1.0124126100769744
PROJ_0060,IT,High,0,32994.59752405668,False,True,0.9676329404487832,0.9999999999999998,986393.57,1019388.1675240566,1019388.1675240569,-32994.59752405691,3.344972891911381
PROJ_0061,IT,High,3,153152.21591052483,True,True,0.8788758838653484,1.0,1111271.59,1264423.805910525,1264423.8059105247,-153152.2159105246,13.78170892594533
PROJ_0062,IT,High,0,119525.37680000544,False,True,0.8956640625314616,1.0,1026056.67,1145582.0468000057,1145582.0468000057,-119525.37680000567,11.649003441496625
PROJ_0063,IT,Medium,1,26468.80255768693,True,True,0.9589382785042028,1.0,618141.35,644610.1525576869,644610.1525576871,-26468.80255768716,4.281998374269438
PROJ_0064,Healthcare,High,1,-33433.202153727296,True,False,1.0770160884619295,1.0000000000000002,467539.93,434106.7278462727,434106.7278462727,33433.202153727296,-7.150876322740454
PROJ_0065,IT,Medium,1,-48546.61887165869,True,False,1.051616637018349,1.0,989069.32,940522.7011283413,940522.7011283411,48546.61887165881,-4.90831308685814
PROJ_0066,Marketing,Medium,1,54622.39131731156,True,True,0.9131787280809076,0.9999999999999998,574513.65,629136.0413173116,629136.0413173117,-54622.391317311674,9.507588082078062
PROJ_0067,Marketing,Low,0,18611.98143718933,False,True,0.9567313798635184,1.0,411537.66,430149.6414371893,430149.6414371895,-18611.981437189505,4.522546353883993
PROJ_0068,Manufacturing,Medium,1,40859.36350092734,True,True,0.904062127842997,0.9999999999999996,385034.63,425893.99350092735,425893.99350092746,-40859.36350092746,10.611867171772953
PROJ_0069,IT,Medium,0,97912.09955249168,False,True,0.9200704746082906,1.0000000000000002,1127068.27,1224980.3695524917,1224980.3695524915,-97912.09955249145,8.687326416570262
PROJ_0070,Marketing,Low,1,101365.95135105844,True,True,0.9265171627722696,0.9999999999999998,1278084.75,1379450.7013510584,1379450.7013510584,-101365.95135105844,7.931082140762452
PROJ_0071,Manufacturing,Medium,1,-2092.95241791429,True,False,1.002308943769021,1.0000000000000002,908547.43,906454.4775820858,906454.4775820858,2092.95241791429,-0.23036248288262617
PROJ_0072,Construction,Low,1,-22593.802812022623,True,False,1.0123984175010463,1.0000000000000004,1844907.24,1822313.4371879771,1822313.4371879767,22593.80281202332,-1.2246579297950677
PROJ_0073,Construction,Low,2,51523.70688625658,True,True,0.9774991129967848,1.0000000000000009,2238328.55,2289852.2568862564,2289852.2568862545,-51523.70688625472,2.301883112121977
PROJ_0074,R&D,Medium,-3,257501.4601247781,False,True,0.8872888232997489,0.9999999999999998,2027111.9,2284613.360124778,2284613.360124778,-257501.4601247781,12.70287348837418
PROJ_0075,Construction,Medium,4,115703.60107782646,True,True,0.9352393388544012,1.0,1670930.43,1786634.0310778264,1786634.0310778262,-115703.60107782623,6.92450140355791
PROJ_0076,Healthcare,High,-1,1223.4290511286815,False,True,0.9978487744896636,1.0000000000000002,567489.17,568712.5990511287,568712.5990511286,-1223.4290511285653,0.21558632583747198
PROJ_0077,IT,High,1,10347.252063060065,True,True,0.980824044828761,1.0,529247.88,539595.1320630601,539595.1320630601,-10347.252063060063,1.9550861617168995
PROJ_0078,IT,Medium,2,34292.02939033252,True,True,0.9692416346309146,0.9999999999999998,1080592.62,1114884.6493903326,1114884.6493903326,-34292.02939033252,3.173446565860548
PROJ_0079,Manufacturing,Medium,1,67913.52312286792,True,True,0.8759492169351646,0.9999999999999996,479551.97,547465.4931228679,547465.493122868,-67913.52312286803,14.161869280376022
PROJ_0080,Marketing,High,1,-4043.406337171444,True,False,1.0081799932074431,1.0,498347.77,494304.3636628286,494304.3636628286,4043.4063371714437,-0.8113623819710166
PROJ_0081,R&D,High,3,104408.54251420684,True,True,0.9519909375900276,1.0000000000000004,2070358.83,2174767.372514207,2174767.3725142065,-104408.54251420638,5.043016746725319
PROJ_0082,Construction,High,-2,40611.32624561782,False,True,0.9750542119570428,1.0,1587371.97,1627983.2962456178,1627983.296245618,-40611.32624561805,2.558400111198767
PROJ_0083,IT,Critical,1,-10648.976046145894,True,False,1.0144598304745345,1.0000000000000002,747101.32,736452.343953854,736452.3439538537,10648.976046146243,-1.425372404126691
PROJ_0084,IT,Medium,2,163399.38603534992,True,True,0.8740219673093267,1.0000000000000004,1133647.27,1297046.65603535,1297046.65603535,-163399.38603534992,14.413600275802713
PROJ_0085,R&D,High,1,178365.8740438451,True,True,0.9254776815878802,1.0,2215089.91,2393455.7840438453,2393455.7840438453,-178365.8740438451,8.052308542358224
PROJ_0086,Construction,High,4,173463.97359337518,True,True,0.9347482205101136,1.0000000000000009,2484915.23,2658379.203593375,2658379.2035933747,-173463.9735933747,6.980679722960799
PROJ_0087,Construction,Medium,1,170657.98094770103,True,True,0.8995684860915231,1.0,1528589.34,1699247.320947701,1699247.3209477013,-170657.98094770126,11.164409987819308
PROJ_0088,Construction,Low,1,160712.94929786283,True,True,0.9230095958377748,1.0000000000000002,1926728.35,2087441.299297863,2087441.2992978632,-160712.94929786306,8.341235509295487
PROJ_0089,IT,Medium,1,55086.436074867495,True,True,0.9306240299963652,0.9999999999999996,738941.18,794027.6160748675,794027.6160748678,-55086.43607486773,7.454779563762805
PROJ_0090,Manufacturing,Critical,-1,-1929.177084844676,False,False,1.0030515345262316,1.0000000000000002,634128.18,632199.0029151554,632199.0029151553,1929.1770848447923,-0.3042250992291167
PROJ_0091,R&D,Critical,0,52597.28695327067,False,True,0.967844486048302,1.0,1583118.66,1635715.9469532706,1635715.9469532708,-52597.2869532709,3.3223843722030857
PROJ_0092,Manufacturing,High,1,8381.280592134455,True,True,0.9834549529292538,1.0,498192.11,506573.3905921344,506573.3905921344,-8381.280592134397,1.6823390864488796
PROJ_0093,R&D,Medium,4,372894.93480566377,True,True,0.8648570541836991,0.9999999999999996,2386368.1,2759263.034805664,2759263.034805664,-372894.93480566377,15.62604423037937
PROJ_0094,IT,Medium,2,34335.59377044148,True,True,0.9613610766568628,1.0,854291.49,888627.0837704415,888627.0837704417,-34335.593770441716,4.019189488875948
PROJ_0095,Marketing,Medium,0,-2628.808743118483,False,False,1.0066019914120166,1.0,400813.02,398184.2112568816,398184.2112568815,2628.8087431185413,-0.6558690990423767
PROJ_0096,Marketing,Medium,0,16198.805929259164,False,True,0.94312281843416,1.0000000000000004,268604.44,284803.2459292592,284803.24592925905,-16198.805929259048,6.030729026392508
PROJ_0097,R&D,High,0,105625.3205016274,False,True,0.9389452706135658,1.0,1624385.14,1730010.4605016273,1730010.460501627,-105625.32050162717,6.502480101586448
PROJ_0098,Manufacturing,High,-2,35942.62243706506,False,True,0.933875038393623,1.0,507613.42,543556.042437065,543556.0424370652,-35942.622437065176,7.080707684415668
PROJ_0099,Marketing,High,-1,32365.80979149416,False,True,0.9475343303515562,1.0000000000000002,584529.2,616895.0097914941,616895.009791494,-32365.809791494044,5.537073219181188
PROJ_0100,Manufacturing,Low,2,74237.1888169956,True,True,0.9464118746828664,1.0000000000000004,1311091.9,1385329.0888169955,1385329.0888169957,-74237.18881699583,5.662241435325459
PROJ_0101,R&D,Critical,3,354960.6815685178,True,True,0.860449761053254,1.0,2188644.29,2543604.971568518,2543604.971568518,-354960.6815685178,16.21829016210386
PROJ_0102,IT,Medium,1,46700.90750307648,True,True,0.9530157245764148,1.0,947267.97,993968.8775030765,993968.8775030763,-46700.90750307636,4.930062979230298
PROJ_0103,IT,Critical,0,119178.65325601876,False,True,0.8769855956374814,1.0000000000000002,849640.03,968818.6832560188,968818.6832560188,-119178.65325601876,14.02695836447569
PROJ_0104,Construction,High,2,59881.86234079162,True,True,0.9637428017011136,1.0,1591703.62,1651585.4823407915,1651585.4823407922,-59881.86234079208,3.7621239022370307
PROJ_0105,IT,Critical,3,10937.881859369576,True,True,0.989776415378318,1.0,1058929.71,1069867.5918593695,1069867.5918593693,-10937.881859369343,1.0329185928090867
PROJ_0106,Construction,High,1,81604.39441822004,True,True,0.9666685299135744,1.0000000000000002,2366664.29,2448268.68441822,2448268.684418218,-81604.39441821817,3.4480764662324868
PROJ_0107,Healthcare,Medium,-1,77908.22965781036,False,True,0.8684202446803431,0.9999999999999998,514190.68,592098.9096578103,592098.9096578103,-77908.22965781036,15.151622284910019
PROJ_0108,Marketing,High,0,38652.25710450625,False,True,0.9507438596859166,1.0,746067.31,784719.5671045063,784719.5671045064,-38652.25710450637,5.180800255744534
PROJ_0109,Manufacturing,High,-1,36123.32863971114,False,True,0.9457532953360538,1.0000000000000002,629784.93,665908.2586397112,665908.2586397112,-36123.32863971114,5.7358197884651085
PROJ_0110,Construction,Medium,-1,126188.41583965742,False,True,0.9082865602938645,1.0000000000000002,1249710.43,1375898.8458396574,1375898.845839657,-126188.41583965695,10.09741239333795
PROJ_0111,IT,Medium,2,64762.45522222342,True,True,0.9511900740839452,0.9999999999999994,1262067.16,1326829.615222223,1326829.6152222243,-64762.45522222435,5.131458711137397
PROJ_0112,Healthcare,Medium,0,-58515.7535121761,False,False,1.0912182171704352,0.9999999999999996,700007.72,641491.9664878239,641491.9664878241,58515.75351217587,-8.359301167732246
PROJ_0113,IT,Medium,1,21615.67921209708,True,True,0.9709925007134872,1.0000000000000004,723559.87,745175.5492120971,745175.5492120967,-21615.67921209673,2.9874071391074697
PROJ_0114,Manufacturing,Medium,0,28658.442239858094,False,True,0.963692963154734,1.0,760677.31,789335.7522398581,789335.7522398584,-28658.442239858327,3.7674900858891567
PROJ_0115,Construction,Medium,0,95325.82082095464,False,True,0.9541101232392508,1.0000000000000002,1981947.59,2077273.4108209547,2077273.4108209547,-95325.82082095463,4.809704419124151
PROJ_0116,IT,Low,1,84971.77458499349,True,True,0.938590556809966,0.9999999999999998,1298720.54,1383692.3145849935,1383692.314584994,-84971.77458499395,6.5427297072697375
PROJ_0117,Healthcare,High,1,35815.31146384927,True,True,0.954670851419438,1.0,754301.26,790116.5714638493,790116.571463849,-35815.31146384904,4.7481441915991285
PROJ_0118,Construction,Medium,2,90691.32854361972,True,True,0.95684868431003,0.9999999999999998,2011013.5,2101704.82854362,2101704.82854362,-90691.32854362018,4.509732457968093
PROJ_0119,IT,Critical,3,40987.94199499267,True,True,0.9303697846429564,0.9999999999999992,547663.72,588651.6619949926,588651.661994993,-40987.941994993016,7.484144101236616
PROJ_0120,R&D,Critical,1,-49646.64460792695,True,False,1.0438029408959557,1.0000000000000004,1183055.58,1133408.9353920731,1133408.9353920731,49646.64460792695,-4.196476095225124
PROJ_0121,Construction,High,0,-3483.553678174037,False,False,1.0021950654267169,1.0000000000000002,1590476.65,1586993.096321826,1586993.0963218254,3483.553678174503,-0.2190257667834673
PROJ_0122,Healthcare,Low,1,20762.407298207283,True,True,0.9610161355454994,1.0,511827.36,532589.7672982073,532589.7672982074,-20762.4072982074,4.056525485118146
PROJ_0123,Healthcare,High,1,45456.45159055525,True,True,0.925649033569226,1.0,565920.29,611376.7415905553,611376.7415905554,-45456.45159055537,8.032306385507995
PROJ_0124,IT,High,1,126906.82200826786,True,True,0.8485514965564341,1.0000000000000002,711046.8,837953.6220082679,837953.6220082677,-126906.82200826763,17.847885963099422
PROJ_0125,Marketing,Medium,0,67570.24535805092,False,True,0.8913780043553634,1.0,554497.55,622067.795358051,622067.795358051,-67570.24535805092,12.185851020992052
PROJ_0126,IT,Medium,2,71264.5582319441,True,True,0.9271243564674274,1.0000000000000004,906628.12,977892.678231944,977892.6782319439,-71264.55823194387,7.860395752113211
PROJ_0127,Construction,Medium,0,49500.2032687288,False,True,0.952635583016304,0.9999999999999998,995592.43,1045092.6332687289,1045092.633268729,-49500.20326872892,4.971934476111768
PROJ_0128,R&D,Critical,0,303185.71311039035,False,True,0.8651670900890794,1.0,1945417.49,2248603.2031103903,2248603.203110391,-303185.7131103908,15.584609199251664
PROJ_0129,Marketing,Medium,2,43248.27800227189,True,True,0.9331181965957874,1.0000000000000004,603389.16,646637.4380022719,646637.4380022717,-43248.27800227166,7.167559656237719
PROJ_0130,Marketing,Medium,1,36077.12655526167,True,True,0.9622373471217238,1.0000000000000002,919288.13,955365.2565552616,955365.2565552617,-36077.12655526167,3.924463438384837
PROJ_0131,IT,High,1,49464.78945806448,True,True,0.9183163908510013,1.0,556100.88,605565.6694580645,605565.6694580643,-49464.789458064246,8.894930980519982
PROJ_0132,R&D,Critical,0,-927.1946319448762,False,False,1.0006600311993268,1.0,1405701.14,1404773.945368055,1404773.9453680557,927.1946319441777,-0.06595958454897304
PROJ_0133,Manufacturing,Medium,0,66048.94255410228,False,True,0.90754678194734,1.0,648354.99,714403.9325541023,714403.9325541023,-66048.94255410228,10.18715727846905
PROJ_0134,Construction,Medium,1,182187.53040979407,True,True,0.9093263837090722,1.0,1827079.75,2009267.280409794,2009267.2804097938,-182187.53040979384,9.971514949459312
PROJ_0135,Construction,Low,1,-7317.796636080835,True,False,1.0057157949776034,0.9999999999999996,1287594.06,1280276.2633639192,1280276.2633639197,7317.796636080369,-0.5683310340900741
PROJ_0136,Construction,Low,5,113547.76759187598,True,True,0.9629521127536388,1.0000000000000002,2951344.08,3064891.847591876,3064891.8475918756,-113547.76759187551,3.8473239484796196
PROJ_0137,R&D,High,3,125196.08400733676,True,True,0.9224134112338488,1.0,1488434.39,1613630.474007337,1613630.474007337,-125196.08400733699,8.41125983439129
PROJ_0138,Healthcare,Critical,1,4467.2781868577,True,True,0.9941015469244316,1.0,752897.09,757364.3681868577,757364.3681868577,-4467.2781868577,0.5933451259398148
PROJ_0139,IT,High,1,-2271.310879912926,True,False,1.0027631204617236,1.0,824280.67,822009.3591200871,822009.3591200871,2271.310879912926,-0.27555066648753584
PROJ_0140,Construction,High,2,37774.13146335608,True,True,0.9772813280217976,1.0000000000000009,1624916.87,1662691.0014633562,1662691.001463355,-37774.13146335492,2.3246808597263757
PROJ_0141,IT,Low,0,-5641.503701027366,False,False,1.009945116422807,1.0000000000000002,572905.22,567263.7162989726,567263.7162989725,5641.503701027483,-0.9847185021332993
PROJ_0142,IT,High,0,30302.718672738178,False,True,0.9582220457758046,0.9999999999999998,695025.25,725327.9686727382,725327.9686727383,-30302.718672738294,4.359945005269707
PROJ_0143,Manufacturing,Low,3,115006.08628452824,True,True,0.8609275645320015,1.0,711944.89,826950.9762845283,826950.9762845285,-115006.08628452849,16.15379053911441
PROJ_0144,Manufacturing,High,0,35339.798899844754,False,True,0.9115784986681226,1.0,364334.47,399674.2688998447,399674.2688998447,-35339.798899844754,9.699823049914755
PROJ_0145,IT,Medium,2,60286.93004228338,True,True,0.8943396317682459,1.0000000000000004,510285.85,570572.7800422834,570572.7800422832,-60286.93004228326,11.81434485049571
PROJ_0146,Construction,High,0,114412.51885788096,False,True,0.9082931880358718,0.9999999999999996,1133177.67,1247590.188857881,1247590.188857881,-114412.51885788096,10.096609021415059
PROJ_0147,IT,Low,2,74348.87820983422,True,True,0.9430015252348314,1.0,1230052.31,1304401.1882098345,1304401.1882098343,-74348.87820983422,6.044367187102329
PROJ_0148,Construction,High,0,165888.45193322212,False,True,0.8965521907560517,0.9999999999999996,1437707.15,1603595.601933222,1603595.6019332223,-165888.45193322236,11.53840348733206
PROJ_0149,Construction,High,1,234214.32849752763,True,True,0.9142236935341308,1.0000000000000002,2496310.43,2730524.758497528,2730524.758497528,-234214.32849752763,9.382419978012415
PROJ_0150,Marketing,Medium,2,43708.17232344148,True,True,0.949144182498362,1.0,815744.58,859452.7523234414,859452.7523234414,-43708.17232344148,5.358070822050879
PROJ_0151,IT,Low,3,2941.873474171036,True,True,0.9954650400540116,1.0,645768.04,648709.9134741711,648709.913474171,-2941.8734741709195,0.4555619497940653
PROJ_0152,Healthcare,Medium,1,28676.555838519824,True,True,0.9449146630501724,1.0,491907.64,520584.19583851984,520584.19583851995,-28676.55583851994,5.829662624983816
PROJ_0153,Healthcare,High,0,4958.708999362134,False,True,0.9838998265128936,1.0,303032.32,307991.02899936214,307991.02899936214,-4958.708999362134,1.636363078156856
PROJ_0154,Marketing,Critical,0,73155.99742823222,False,True,0.9314060546838984,1.0,993352.09,1066508.0874282322,1066508.0874282322,-73155.99742823222,7.364558666024674
PROJ_0155,Construction,High,0,254133.83821623077,False,True,0.9168103474709152,1.0000000000000002,2800739.34,3054873.1782162306,3054873.178216229,-254133.83821622934,9.073812567514025
PROJ_0156,R&D,Low,6,6986.258541528601,True,True,0.9943881663759914,1.0000000000000002,1237929.22,1244915.4785415286,1244915.478541528,-6986.2585415281355,0.5643504029679609
PROJ_0157,R&D,High,4,241738.1452105078,True,True,0.9008356806748662,0.9999999999999998,2196015.14,2437753.285210508,2437753.285210509,-241738.14521050872,11.00803636583802
PROJ_0158,Construction,High,5,207015.59316000948,True,True,0.9021312090401832,1.0,1908220.44,2115236.0331600094,2115236.033160009,-207015.593160009,10.848620464416
PROJ_0159,IT,Low,3,22879.105887307556,True,True,0.9627871211988313,1.0000000000000002,591937.77,614816.8758873076,614816.8758873076,-22879.105887307553,3.8651201269531343
PROJ_0160,Construction,Medium,3,37628.4243239651,True,True,0.9782349153636768,1.0,1691215.04,1728843.4643239651,1728843.4643239654,-37628.42432396533,2.2249343480274
PROJ_0161,IT,High,1,-852.0221488346579,True,False,1.0010281656745554,1.0000000000000002,829533.79,828681.7678511654,828681.7678511655,852.0221488345414,-0.10271096356840886
PROJ_0162,R&D,Critical,1,102167.06303594843,True,True,0.9334246156506134,1.0000000000000004,1432440.12,1534607.1830359483,1534607.1830359478,-102167.06303594774,7.132379330170376
